device_id,visit_id,venue_id,visit_start_time,visit_end_time,visit_lat,visit_long,visit_weight,customer_weight,user_home_lat,user_home_long,user_work_lat,user_work_long
0,5a73432c3ac6de07416dc662,1e5fcd8d57a10111defbe772,2018-02-01 04:21:00,2018-02-01 06:40:00,34.042449,-84.3417469,35.509551686605164,0.0,34.05430565386221,-84.29927111585538,33.918793098411356,-84.21014454546936
0,5a74938d877eb20736fd2b4d,1e5fcd8d57a10111defbe772,2018-02-02 04:21:00,2018-02-02 06:34:00,34.0424565,-84.3418282,34.65580108389335,0.0,34.054536117523824,-84.29913824348647,33.91743336990709,-84.20913245825281
0,5a788f7ac6d0690710963748,1e5fcd8d57a10111defbe772,2018-02-05 04:26:00,2018-02-05 06:20:00,34.0426596,-84.3418466,34.229250120113846,0.0,34.05460587511535,-84.3011565928383,33.918845512191076,-84.21003171118392
0,5a79d9bd8233db078de2abd8,1e5fcd8d57a10111defbe772,2018-02-06 04:24:00,2018-02-06 06:43:00,34.0425393,-84.34190790000001,34.52071651690534,0.0,34.05254084443944,-84.30025747870073,33.917875800570954,-84.21114243276796
0,5a7b2bcac80d6007efda45cc,1e5fcd8d57a10111defbe772,2018-02-07 04:19:00,2018-02-07 06:10:00,34.042475,-84.3417855,34.33997825044729,0.0,34.05464951432983,-84.30137085505515,33.91833024604529,-84.21013041584253
0,5a7c7f8fdb97d3071691e12c,1e5fcd8d57a10111defbe772,2018-02-08 04:20:00,2018-02-08 06:12:00,34.0424258,-84.3416667,37.987111603907344,0.0,34.05379374184513,-84.30053867033145,33.9180998926115,-84.20819233354342
0,5a7df1283d477c07858530cc,1e5fcd8d57a10111defbe772,2018-02-09 04:20:00,2018-02-09 06:20:00,34.0424971,-84.3417979,38.89681610558312,0.0,34.054025962484914,-84.30011956975679,33.918509200042855,-84.21020744708278
0,5a81c2c107c4230797fcbf8c,1e5fcd8d57a10111defbe772,2018-02-12 04:20:00,2018-02-12 06:15:00,34.042475399999994,-84.3418021,44.64164868128326,0.0,34.053857142271426,-84.29983992785075,33.917275228092365,-84.21132492990522
0,5a82f75cac022b06d52af895,1e5fcd8d57a10111defbe772,2018-02-13 04:23:00,2018-02-13 06:25:00,34.0424205,-84.34178659999999,36.388912434884865,0.0,34.053468590961764,-84.29985455943766,33.920179282797825,-84.20922990577215
0,5a844a07586bf207d5b4b16d,1e5fcd8d57a10111defbe772,2018-02-14 04:22:00,2018-02-14 06:26:00,34.0424009,-84.34181629999999,34.05238367994322,0.0,34.05238489033437,-84.29994209800253,33.91769808071647,-84.20982064175449
0,5a85b1e33c84c70a13d5fc1a,1e5fcd8d57a10111defbe772,2018-02-15 04:21:00,2018-02-15 06:24:00,34.0424053,-84.3418276,34.34387792676016,0.0,34.05355064615812,-84.30104312441568,33.917832591802565,-84.20946194782238
0,5a86fdb8d328f308ae2bbf58,1e5fcd8d57a10111defbe772,2018-02-16 04:26:00,2018-02-16 06:25:00,34.0423902,-84.34183859999999,33.31891457652621,0.0,34.05373000517287,-84.29992510957098,33.91879079748434,-84.21001541637538
0,5a8c43d8825d7c0f80d8f1b6,1e5fcd8d57a10111defbe772,2018-02-20 04:16:00,2018-02-20 06:18:00,34.0424986,-84.3417819,33.48958220055356,0.0,34.054412290188445,-84.29792693918222,33.91870356898238,-84.21194079338352
